State,Date,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
VA,2020-01,Passenger,19,15,34,3523,3557,0.9558616811920156
VA,2020-02,Passenger,19,16,35,3504,3539,0.9889799378355468
VA,2020-03,Passenger,19,16,35,3472,3507,0.998003992015968
VA,2020-04,Passenger,19,16,35,3437,3472,1.0080645161290323
VA,2020-05,Passenger,20,16,36,3410,3446,1.044689495066744
VA,2020-06,Passenger,20,16,36,3400,3436,1.0477299185098952
VA,2020-07,Passenger,22,16,38,3403,3441,1.104330136588201
VA,2020-08,Passenger,22,16,38,3403,3441,1.104330136588201
VA,2020-09,Passenger,22,17,39,3385,3424,1.139018691588785
VA,2020-10,Passenger,22,18,40,3361,3401,1.176124669214937
VA,2020-11,Passenger,23,18,41,3347,3388,1.2101534828807556
VA,2020-12,Passenger,24,19,43,3329,3372,1.2752075919335706
VA,2021-01,Passenger,24,17,41,3298,3339,1.2279125486672657
VA,2021-02,Passenger,24,18,42,3287,3329,1.2616401321718234
VA,2021-03,Passenger,24,18,42,3295,3337,1.2586155229247826
VA,2021-04,Passenger,25,18,43,3300,3343,1.2862698175291656
VA,2021-05,Passenger,25,19,44,3283,3327,1.3225127742711151
VA,2021-06,Passenger,26,19,45,3265,3310,1.3595166163141994
VA,2021-07,Passenger,26,19,45,3242,3287,1.369029510191664
VA,2021-08,Passenger,27,19,46,3228,3274,1.4050091631032375
VA,2021-09,Passenger,28,19,47,3221,3268,1.438188494492044
VA,2021-10,Passenger,27,19,46,3193,3239,1.4201914171040446
VA,2021-11,Passenger,27,19,46,3165,3211,1.4325755216443474
VA,2021-12,Passenger,29,18,47,3229,3276,1.4346764346764347
VA,2022-01,Passenger,30,17,47,3201,3248,1.4470443349753694
VA,2022-02,Passenger,31,17,48,3168,3216,1.4925373134328357
VA,2022-03,Passenger,32,19,51,3124,3175,1.6062992125984252
VA,2022-04,Passenger,35,18,53,3086,3139,1.6884358075820325
VA,2022-05,Passenger,35,19,54,3034,3088,1.7487046632124352
VA,2022-06,Passenger,32,21,53,3015,3068,1.727509778357236
VA,2022-07,Passenger,33,20,53,2975,3028,1.750330250990753
VA,2022-08,Passenger,33,20,53,2932,2985,1.7755443886097153
VA,2022-08,Truck,1,0,1,105,106,0.9433962264150944
VA,2022-09,Passenger,32,20,52,2896,2948,1.7639077340569878
VA,2022-09,Truck,1,0,1,102,103,0.9708737864077669
VA,2022-10,Passenger,36,20,56,2943,2999,1.8672890963654554
VA,2022-10,Truck,1,0,1,103,104,0.9615384615384616
VA,2022-11,Passenger,37,20,57,3061,3118,1.8280949326491343
VA,2022-11,Truck,2,0,2,217,219,0.91324200913242
VA,2022-12,Passenger,38,20,58,3044,3102,1.8697614442295292
VA,2022-12,Truck,2,0,2,216,218,0.9174311926605505
VA,2023-01,Passenger,40,21,61,3013,3074,1.9843851659076122
VA,2023-01,Truck,2,0,2,212,214,0.9345794392523363
VA,2023-02,Passenger,41,20,61,2965,3026,2.015862524785195
VA,2023-02,Truck,2,0,2,210,212,0.9433962264150944
VA,2023-03,Passenger,41,19,60,2929,2989,2.0073603211776514
VA,2023-03,Truck,2,0,2,207,209,0.9569377990430622
VA,2023-04,Passenger,41,18,59,2896,2955,1.996615905245347
VA,2023-04,Truck,2,0,2,201,203,0.9852216748768473
VA,2023-05,Passenger,41,18,59,2865,2924,2.017783857729138
VA,2023-05,Truck,2,0,2,198,200,1.0
VA,2023-06,Passenger,41,18,59,2836,2895,2.0379965457685665
VA,2023-06,Truck,2,0,2,196,198,1.0101010101010102
VA,2023-07,Passenger,41,20,61,2801,2862,2.131376659678547
VA,2023-07,Truck,2,0,2,189,191,1.0471204188481675
VA,2023-08,Passenger,40,20,60,2756,2816,2.130681818181818
VA,2023-08,Truck,1,0,1,106,107,0.9345794392523363
VA,2023-09,Passenger,40,19,59,2729,2788,2.116212338593974
VA,2023-09,Truck,1,0,1,105,106,0.9433962264150944
VA,2023-10,Passenger,42,19,61,2681,2742,2.224653537563822
VA,2023-10,Truck,1,0,1,106,107,0.9345794392523363
VA,2023-11,Passenger,42,22,64,2656,2720,2.3529411764705883
VA,2023-11,Truck,1,0,1,105,106,0.9433962264150944
VA,2023-12,Passenger,41,23,64,2605,2669,2.397901835893593
VA,2023-12,Truck,1,0,1,103,104,0.9615384615384616
VA,2024-01,Passenger,41,24,65,2560,2625,2.4761904761904763
VA,2024-01,Truck,1,0,1,101,102,0.9803921568627451
VA,2024-02,Passenger,42,23,65,2513,2578,2.52133436772692
VA,2024-02,Truck,1,0,1,100,101,0.9900990099009901
VA,2024-03,Passenger,41,23,64,2464,2528,2.5316455696202533
VA,2024-03,Truck,1,0,1,100,101,0.9900990099009901
VA,2024-04,Passenger,42,23,65,2421,2486,2.6146419951729687
VA,2024-04,Truck,1,0,1,99,100,1.0
VA,2024-05,Passenger,44,23,67,2384,2451,2.733578131374949
VA,2024-05,Truck,1,0,1,100,101,0.9900990099009901
VA,2024-06,Passenger,42,23,65,2323,2388,2.7219430485762146
VA,2024-06,Truck,1,0,1,99,100,1.0
VA,2024-07,Passenger,43,22,65,2268,2333,2.786112301757394
VA,2024-07,Truck,1,0,1,96,97,1.0309278350515463
VA,2024-08,Passenger,43,22,65,2221,2286,2.84339457567804
VA,2024-08,Truck,1,0,1,96,97,1.0309278350515463
VA,2024-09,Passenger,42,21,63,2167,2230,2.8251121076233185
VA,2024-09,Truck,1,0,1,93,94,1.0638297872340425
VA,2024-10,Passenger,39,20,59,2088,2147,2.7480204937121564
VA,2024-10,Truck,1,0,1,91,92,1.0869565217391304
WA,2020-01,Passenger,38883,16750,55633,4883878,4939511,1.1262855776614324
WA,2020-01,Truck,14,1,15,1273829,1273844,0.001177538222890715
WA,2020-02,Passenger,39348,16864,56212,4884803,4941015,1.1376609866596235
WA,2020-02,Truck,14,1,15,1274094,1274109,0.001177293308500293
WA,2020-03,Passenger,40059,16997,57056,4876457,4933513,1.1564984221182755
WA,2020-03,Truck,13,1,14,1273192,1273206,0.001099586398430419
WA,2020-04,Passenger,40408,16959,57367,4846804,4904171,1.1697593742143166
WA,2020-04,Truck,13,1,14,1268799,1268813,0.0011033934866682483
WA,2020-05,Passenger,40400,16962,57362,4824231,4881593,1.1750672372727509
WA,2020-05,Truck,12,1,13,1268997,1269010,0.0010244206113427003
WA,2020-06,Passenger,40662,17055,57717,4824237,4881954,1.1822520244967487
WA,2020-06,Truck,12,1,13,1274803,1274816,0.0010197550077815152
WA,2020-07,Passenger,42036,17183,59219,4829909,4889128,1.2112384866994685
WA,2020-07,Truck,14,1,15,1279386,1279401,0.0011724236576335333
WA,2020-08,Passenger,42624,17323,59947,4831620,4891567,1.225517303555282
WA,2020-08,Truck,12,1,13,1282242,1282255,0.0010138389009986314
WA,2020-09,Passenger,43185,17527,60712,4837885,4898597,1.2393752741856496
WA,2020-09,Truck,12,1,13,1285303,1285316,0.0010114244279227833
WA,2020-10,Passenger,44188,17780,61968,4843939,4905907,1.263130344704863
WA,2020-10,Truck,11,1,12,1288001,1288013,0.0009316676151560582
WA,2020-11,Passenger,45537,17956,63493,4843315,4906808,1.2939776734691881
WA,2020-11,Truck,11,1,12,1289009,1289021,0.0009309390615048164
WA,2020-12,Passenger,46325,18242,64567,4847545,4912112,1.314444784646604
WA,2020-12,Truck,11,1,12,1291756,1291768,0.0009289593797028569
WA,2021-01,Passenger,47877,18576,66453,4844922,4911375,1.3530426815301213
WA,2021-01,Truck,12,1,13,1293083,1293096,0.001005339124086688
WA,2021-02,Passenger,48736,18864,67600,4841359,4908959,1.3770740395265066
WA,2021-02,Truck,12,1,13,1293733,1293746,0.0010048340246076124
WA,2021-03,Passenger,49549,19218,68767,4851060,4919827,1.397752400643356
WA,2021-03,Truck,13,1,14,1297269,1297283,0.0010791785601137146
WA,2021-04,Passenger,51390,19664,71054,4872164,4943218,1.4374037317391222
WA,2021-04,Truck,13,1,14,1302047,1302061,0.0010752184421467198
WA,2021-05,Passenger,52628,20065,72693,4872233,4944926,1.470052332431264
WA,2021-05,Truck,13,1,14,1301981,1301995,0.0010752729465166918
WA,2021-06,Passenger,53738,20647,74385,4874465,4948850,1.5030764723117491
WA,2021-06,Truck,13,1,14,1302514,1302528,0.0010748329402515723
WA,2021-07,Passenger,55769,21042,76811,4869718,4946529,1.5528262343150114
WA,2021-07,Truck,12,1,13,1301465,1301478,0.0009988643680492485
WA,2021-08,Passenger,57280,21454,78734,4865648,4944382,1.5923931443808346
WA,2021-08,Truck,12,2,14,1300594,1300608,0.0010764196437358527
WA,2021-09,Passenger,58472,21771,80243,4864914,4945157,1.622658289716585
WA,2021-09,Truck,12,2,14,1299805,1299819,0.001077073038630763
WA,2021-10,Passenger,60176,22184,82360,4858863,4941223,1.6667938281676418
WA,2021-10,Truck,12,2,14,1298406,1298420,0.0010782335453859305
WA,2021-11,Passenger,61787,22596,84383,4856199,4940582,1.7079566739303182
WA,2021-11,Truck,14,2,16,1298258,1298274,0.0012324054860530212
WA,2021-12,Passenger,63281,22873,86154,4847990,4934144,1.746077941786863
WA,2021-12,Truck,15,2,17,1297134,1297151,0.0013105644601129707
WA,2022-01,Passenger,64856,23204,88060,4837199,4925259,1.7879262796129096
WA,2022-01,Truck,29,2,31,1295149,1295180,0.0023934897079942556
WA,2022-02,Passenger,66431,23506,89937,4829396,4919333,1.8282356571510814
WA,2022-02,Truck,40,2,42,1294095,1294137,0.003245406011882822
WA,2022-03,Passenger,68008,23945,91953,4819168,4911121,1.8723423837449737
WA,2022-03,Truck,46,2,48,1291626,1291674,0.003716107934354953
WA,2022-04,Passenger,70386,24295,94681,4812020,4906701,1.9296264435106194
WA,2022-04,Truck,49,2,51,1289334,1289385,0.0039553740736862925
WA,2022-05,Passenger,71708,24755,96463,4801697,4898160,1.969372172407598
WA,2022-05,Truck,85,2,87,1285657,1285744,0.006766510285095633
WA,2022-06,Passenger,73276,25256,98532,4801182,4899714,2.010974518104526
WA,2022-06,Truck,138,2,140,1284318,1284458,0.010899538949502437
WA,2022-07,Passenger,75563,25565,101128,4788558,4889686,2.068190063738244
WA,2022-07,Truck,265,2,267,1280521,1280788,0.02084654134798265
WA,2022-08,Passenger,77651,26015,103666,4784134,4887800,2.1209132943246454
WA,2022-08,Truck,420,2,422,1278508,1278930,0.032996332872010196
WA,2022-09,Passenger,78916,26346,105262,4780769,4886031,2.1543457256001854
WA,2022-09,Truck,508,2,510,1277260,1277770,0.0399132864287
WA,2022-10,Passenger,81972,26689,108661,4775559,4884220,2.2247359865034744
WA,2022-10,Truck,658,2,660,1275433,1276093,0.05172036834305963
WA,2022-11,Passenger,85021,27029,112050,4772039,4884089,2.294184237838418
WA,2022-11,Truck,738,2,740,1274149,1274889,0.0580442689520421
WA,2022-12,Passenger,87174,27449,114623,4765958,4880581,2.3485523547298977
WA,2022-12,Truck,851,2,853,1272133,1272986,0.06700780684155207
WA,2023-01,Passenger,90165,27969,118134,4760915,4879049,2.4212505346841153
WA,2023-01,Truck,1020,2,1022,1270856,1271878,0.08035361882193104
WA,2023-02,Passenger,92433,28516,120949,4753082,4874031,2.481498373728029
WA,2023-02,Truck,1136,2,1138,1269017,1270155,0.08959536434529644
WA,2023-03,Passenger,94770,29182,123952,4738113,4862065,2.5493694551594848
WA,2023-03,Truck,1292,2,1294,1266809,1268103,0.1020421842705206
WA,2023-04,Passenger,97945,30098,128043,4733867,4861910,2.6335946161076613
WA,2023-04,Truck,1431,2,1433,1264353,1265786,0.11321028989102423
WA,2023-05,Passenger,101294,30912,132206,4734665,4866871,2.716447590248437
WA,2023-05,Truck,1561,2,1563,1263264,1264827,0.12357421212545272
WA,2023-06,Passenger,104831,31785,136616,4736489,4873105,2.803469245994084
WA,2023-06,Truck,1658,2,1660,1262823,1264483,0.13127894957860248
WA,2023-07,Passenger,108356,32431,140787,4731788,4872575,2.8893757407530924
WA,2023-07,Truck,1770,2,1772,1260494,1262266,0.1403824550451331
WA,2023-08,Passenger,113714,33375,147089,4731260,4878349,3.015138933274352
WA,2023-08,Truck,1884,2,1886,1259695,1261581,0.14949495910290342
WA,2023-09,Passenger,117249,34288,151537,4728633,4880170,3.1051582219471863
WA,2023-09,Truck,1962,2,1964,1258053,1260017,0.15587091285276308
WA,2023-10,Passenger,121471,35165,156636,4727022,4883658,3.2073499004230026
WA,2023-10,Truck,2051,2,2053,1255882,1257935,0.16320398112780074
WA,2023-11,Passenger,124578,35916,160494,4725694,4886188,3.2846464360356173
WA,2023-11,Truck,2264,2,2266,1254624,1256890,0.18028626212317705
WA,2023-12,Passenger,127980,36664,164644,4725173,4889817,3.3670789724850643
WA,2023-12,Truck,2483,2,2485,1253427,1255912,0.19786418156686136
WA,2024-01,Passenger,132240,37858,170098,4723218,4893316,3.47612947947772
WA,2024-01,Truck,2622,2,2624,1251635,1254259,0.2092071892647372
WA,2024-02,Passenger,135619,38691,174310,4712736,4887046,3.5667763307323073
WA,2024-02,Truck,2788,2,2790,1250406,1253196,0.22263077762776132
WA,2024-03,Passenger,138124,39523,177647,4709927,4887574,3.634666196358357
WA,2024-03,Truck,2887,2,2889,1248899,1251788,0.23078987815828242
WA,2024-04,Passenger,141684,40496,182180,4714756,4896936,3.7202855009744873
WA,2024-04,Truck,3049,2,3051,1248840,1251891,0.24371131352489955
WA,2024-05,Passenger,144924,41214,186138,4708796,4894934,3.80266618508033
WA,2024-05,Truck,3227,2,3229,1247409,1250638,0.2581882207321383
WA,2024-06,Passenger,146965,41852,188817,4698042,4886859,3.863770164025604
WA,2024-06,Truck,3382,2,3384,1243969,1247353,0.2712944932188402
WA,2024-07,Passenger,150990,42787,193777,4688651,4882428,3.9688654906943843
WA,2024-07,Truck,3683,2,3685,1240542,1244227,0.2961678214666616
WA,2024-08,Passenger,155186,43551,198737,4668666,4867403,4.083019219900222
WA,2024-08,Truck,4131,2,4133,1234515,1238648,0.3336702598316874
WA,2024-09,Passenger,158658,44150,202808,4637305,4840113,4.190150105999591
WA,2024-09,Truck,4405,2,4407,1224840,1229247,0.35851216232376404
WA,2024-10,Passenger,161945,44711,206656,4583309,4789965,4.314353027631726
WA,2024-10,Truck,4632,2,4634,1208573,1213207,0.3819628472305221
